"user_id","platform","cluster_id","baseline_activity","signup_cohort","pre_metric"
287,"android",34,4.51637414320226,"cohort_A",5.52629045334748
288,"android",85,4.69692227601174,"cohort_A",3.89073008244111
289,"android",1,6.05116750735392,"cohort_B",6.36812006320655
290,"ios",257,5.07308743175378,"cohort_A",5.45898007544087
291,"android",342,4.04654308368487,"cohort_B",3.21280335444411
292,"android",147,2.99577658612495,"cohort_B",3.69728037875193
293,"android",168,4.20577014001209,"cohort_A",4.37632313791619
294,"web",273,2.07995418586237,"cohort_C",2.58124265081218
295,"web",266,2.25724905377978,"cohort_A",2.9199889657918
296,"web",81,2.57511176087985,"cohort_A",2.8831591063986
297,"web",222,0.722175635544809,"cohort_C",1.60422575380187
298,"android",263,0.860420163043511,"cohort_B",0.734171905307196
299,"android",100,4.3707108330531,"cohort_B",3.90363790916598
300,"web",470,7.85644203838585,"cohort_A",7.56854828063978
301,"web",58,0.951969342494269,"cohort_A",0.515421616202007
302,"android",162,2.32255662745303,"cohort_A",2.16043554877259
303,"web",419,9.0063023910278,"cohort_C",8.06105267408916
304,"web",202,11.2264937202839,"cohort_A",11.3524590583989
305,"ios",255,7.67648704760358,"cohort_B",7.86276546201614
306,"ios",158,7.30820189131002,"cohort_A",6.87721360050264
307,"android",457,3.98522744014069,"cohort_A",4.71885857226117
308,"android",500,0.792109954793694,"cohort_A",0.307406251745449
309,"ios",106,4.9312953938859,"cohort_B",4.53260348527815
310,"ios",415,0.895929672377022,"cohort_A",0.673261249013749
311,"ios",156,4.567899254438,"cohort_C",4.72588814764666
312,"ios",476,1.13644966047194,"cohort_C",1.7214369955571
313,"web",260,2.52159251556685,"cohort_A",2.81616262957838
314,"android",254,1.74408586141407,"cohort_A",1.69132978745949
315,"ios",447,14.075391509554,"cohort_C",14.5008003663787
316,"web",423,2.05219926564511,"cohort_A",2.26832760088547
317,"web",189,5.77962156437297,"cohort_A",4.74377496586594
318,"android",305,3.67047201134489,"cohort_B",3.95488722210851
319,"ios",86,2.92300538792934,"cohort_A",3.32357370107084
320,"web",341,3.53677925369907,"cohort_C",3.62999771527646
321,"web",345,0.282689050377729,"cohort_B",0.607610446773685
322,"android",486,6.71845527309566,"cohort_B",7.14807623660122
323,"android",84,4.8296111968352,"cohort_C",4.47492578478305
324,"web",50,14.6665304773704,"cohort_B",14.9245680123075
325,"android",61,0.100816704011942,"cohort_C",0.361925616733962
326,"android",417,0.58384222505521,"cohort_B",0.729173280236748
327,"web",299,1.62239148958471,"cohort_C",1.54979136875633
328,"android",125,8.45540983474123,"cohort_C",8.58661767500804
329,"android",259,6.18901076534603,"cohort_A",6.40278043147636
330,"web",339,2.32381046704616,"cohort_C",3.082137231798
331,"ios",112,8.79550364533794,"cohort_A",8.64508839108382
332,"android",314,3.16872221628281,"cohort_A",2.72677490043427
333,"web",347,2.63153978156378,"cohort_B",2.34908593347102
334,"web",187,3.5513789686552,"cohort_B",3.75435332708571
335,"android",183,1.76590982349513,"cohort_A",2.24420505264142
336,"ios",453,4.51425618431604,"cohort_C",4.60551838108098
337,"ios",454,7.74944866907196,"cohort_C",7.51234285089739
338,"ios",241,4.07436003268221,"cohort_B",4.75752941076941
339,"ios",364,3.58708862637936,"cohort_B",2.5997097634367
340,"web",258,3.79364499778974,"cohort_A",2.36381094021198
341,"ios",8,3.08428641451739,"cohort_A",3.03134507849268
342,"android",108,6.85028399667976,"cohort_B",6.9517813850944
343,"ios",87,5.09526063481341,"cohort_B",4.71578581040159
344,"android",220,3.86769370579411,"cohort_C",3.51619095096422
345,"ios",389,14.2083791193066,"cohort_C",14.954218342179
346,"ios",298,4.07222218212308,"cohort_C",4.33889126660388
347,"web",335,2.41775622022136,"cohort_B",2.51855272517001
348,"ios",108,0.575492362245843,"cohort_B",1.02289011146177
349,"android",139,2.81429446730631,"cohort_C",2.05505982746597
350,"ios",215,3.8693449749892,"cohort_C",3.4268631226078
351,"android",24,3.48151283287595,"cohort_B",3.23101861777776
352,"web",216,1.94870479242673,"cohort_C",1.82870930239496
353,"ios",81,0.835563138706291,"cohort_A",-0.102117976963496
354,"android",343,4.47438846617797,"cohort_A",3.68500808370655
355,"ios",420,5.66944907429809,"cohort_B",5.98586185951672
356,"web",14,0.922737379397358,"cohort_C",1.12159164345068
357,"ios",213,4.27165901121293,"cohort_A",4.0059288905057
358,"ios",329,3.0541582711149,"cohort_C",2.90822973989526
359,"android",283,1.095894001363,"cohort_A",0.919377399795369
360,"web",114,0.802035134340432,"cohort_A",0.901933709076154
361,"android",80,3.37330379837905,"cohort_B",2.70069769252324
362,"android",474,4.03645012547952,"cohort_B",4.07391414106259
363,"web",336,9.19131374713837,"cohort_C",8.55653749116667
364,"android",481,3.35361548715463,"cohort_A",3.71464487954567
365,"ios",473,2.04830955043502,"cohort_A",2.19023371990041
366,"web",468,2.87834772385559,"cohort_B",2.40685044780738
367,"android",419,0.662513889959928,"cohort_C",0.635912574666905
368,"android",247,5.13837368531537,"cohort_C",4.60755333032859
369,"ios",294,3.39625908766235,"cohort_B",2.75429114541775
370,"ios",310,10.1056536142253,"cohort_C",9.62497331084395
371,"ios",121,4.72662445909433,"cohort_B",4.72028749091355
372,"android",274,7.73970810954657,"cohort_B",7.60362309207026
373,"web",304,1.43367578611656,"cohort_B",1.7500954344684
374,"ios",40,5.7559490916665,"cohort_A",5.5819556065082
375,"ios",200,2.0834867508614,"cohort_C",2.0230175842518
376,"web",362,2.6112131591274,"cohort_B",2.30888761177531
377,"web",189,2.65869065409955,"cohort_C",2.50446309440328
378,"android",169,4.75822278700349,"cohort_B",4.50663581568699
379,"android",11,3.57655872391423,"cohort_A",3.62844315116315
380,"web",34,4.83113818431982,"cohort_B",5.0667436508352
381,"ios",162,8.3994812132337,"cohort_C",7.82155996575724
382,"web",47,7.94749764790263,"cohort_A",8.08171364300945
383,"ios",112,4.61847562633359,"cohort_B",4.0252510259676
384,"web",378,5.68559789720639,"cohort_A",6.2133452235289
385,"ios",435,0.843490768300094,"cohort_A",0.578865569602
386,"web",24,6.83553613964465,"cohort_A",7.64440760447012
387,"android",293,2.42674645480434,"cohort_C",2.87620977115418
388,"android",32,1.89574538658276,"cohort_C",2.93660753048451
389,"android",165,3.31378523829405,"cohort_B",2.54049088216009
390,"android",265,7.06875245402099,"cohort_B",6.87458788380635
391,"web",184,4.07954450260799,"cohort_B",3.97449116338084
392,"android",276,5.09272950921768,"cohort_A",5.13377359527876
393,"web",397,6.48134309862611,"cohort_B",7.7743110175453
394,"web",396,2.58882307890134,"cohort_A",2.6565895021808
395,"android",415,3.46255697106465,"cohort_C",3.83148688294672
396,"android",109,1.13853056234356,"cohort_A",1.36536342451324
397,"android",415,3.90803874873727,"cohort_A",3.24385573833042
398,"android",448,4.07186797121272,"cohort_C",3.81145890801075
399,"android",295,1.17105999780078,"cohort_C",2.4051649446973
400,"web",34,5.84019046546755,"cohort_B",5.83419072305339
401,"web",39,10.531866743777,"cohort_C",10.9881139951482
402,"android",293,2.47004851085128,"cohort_B",2.90116083086228
403,"web",339,4.73856878900316,"cohort_C",4.5634331777755
404,"ios",104,0.6867764815399,"cohort_A",1.16488182400122
405,"ios",106,2.96689355063214,"cohort_B",3.96931696707643
406,"ios",152,5.79441662514735,"cohort_A",5.39484500682696
407,"web",300,4.1149813379262,"cohort_A",4.88061504808273
408,"android",373,2.49139034659932,"cohort_A",2.5748972525717
409,"android",138,4.06828314190012,"cohort_A",4.37754099144707
410,"ios",87,4.48414384594551,"cohort_B",4.4922818101304
411,"android",231,13.085086968583,"cohort_B",13.4450567363835
412,"web",301,6.37953271527066,"cohort_B",5.93528305285422
413,"android",217,5.7628670108356,"cohort_C",6.22338278801792
414,"ios",249,2.01325800932631,"cohort_A",2.97155330819295
415,"android",463,1.26967220287042,"cohort_B",1.14022562676367
416,"android",306,6.08511650694359,"cohort_A",6.2131235806326
417,"web",88,1.61632397200484,"cohort_B",1.87940082727936
418,"android",345,0.652145637888948,"cohort_A",0.337405636409464
419,"ios",8,3.44279432446858,"cohort_A",2.29428365500919
420,"android",106,7.23573135362998,"cohort_A",6.91655334671709
421,"ios",126,1.20747899465314,"cohort_A",0.861556270471725
422,"ios",320,1.09910758311005,"cohort_C",1.3307450688519
423,"ios",274,2.91336620343028,"cohort_B",2.2256663303561
424,"android",309,1.22324563229416,"cohort_C",1.49494440323882
425,"web",81,0.520438914978388,"cohort_A",0.427539183827393
426,"ios",246,3.64161509873674,"cohort_C",3.43040321577746
427,"android",36,6.6382957527058,"cohort_B",6.55729674542098
428,"ios",397,2.98409933258245,"cohort_C",2.60005419938852
429,"android",492,1.9896308343293,"cohort_B",1.96617495805362
430,"web",132,3.96997509032522,"cohort_A",4.87391797526358
431,"web",385,2.81370245722233,"cohort_B",2.40097790970326
432,"ios",131,2.54770377720143,"cohort_A",2.63580355693165
433,"android",285,3.14075436715864,"cohort_A",2.32288106794809
434,"web",262,2.99412582085188,"cohort_B",3.00773799769971
435,"android",81,3.05031052385201,"cohort_A",3.96958048486418
436,"ios",326,1.64730380595292,"cohort_A",2.38039739470562
437,"android",104,2.15479499248179,"cohort_C",2.68156190359439
438,"ios",441,1.15346265936525,"cohort_B",0.556977994611592
439,"android",144,7.60951234305625,"cohort_A",6.42464800743905
440,"android",184,6.98459796657243,"cohort_B",6.96331253873191
441,"android",416,3.36704962182659,"cohort_C",4.17992560903609
442,"ios",481,1.28449562630974,"cohort_A",1.37188842203897
443,"web",68,7.19865251095377,"cohort_A",7.15420119605742
444,"android",138,15.0389316152998,"cohort_C",14.1779857635594
445,"web",196,2.74751960572869,"cohort_B",1.43862647235086
446,"web",405,10.7471524548841,"cohort_A",11.6433992712795
447,"web",1,8.70363558383651,"cohort_A",8.68296609740142
448,"android",55,3.02806874567564,"cohort_C",2.6517441688947
449,"ios",493,4.66638735885823,"cohort_B",3.41324000937693
450,"ios",321,8.04067553471361,"cohort_A",7.89101131707858
451,"ios",103,0.838405520500911,"cohort_A",0.948592039553869
452,"android",387,2.31828679074521,"cohort_A",1.54290620997237
453,"android",186,1.59903662826477,"cohort_A",2.06389788781308
454,"android",209,9.63669670413706,"cohort_B",10.1575609038845
455,"android",458,2.96070288521874,"cohort_A",3.37895816642312
456,"web",118,2.33260858930573,"cohort_C",2.12938078728301
457,"web",427,2.65121919734755,"cohort_B",2.72758108150088
458,"web",342,2.62163704614557,"cohort_C",2.34217277309388
459,"android",193,0.872896111822127,"cohort_A",1.51971747058566
