user_id,treat,block,platform,cluster_id,signup_cohort,baseline_activity,pre_metric,post_clicks,post_purchases,converted,days_observed,missing_share,days_active,retained_any,received
22,1,10,ios,388,cohort_B,11.8218856535806,11.6830526519756,6,0,0,12,0.142857142857143,5,1,1
23,0,10,ios,176,cohort_B,8.81315005546664,8.48872464504403,10,0,0,14,0,10,1,0
24,1,9,web,121,cohort_C,6.90747046483638,6.21488234147559,7,0,0,14,0,4,1,1
25,1,7,ios,275,cohort_B,4.81144533652534,4.66029563290473,2,0,0,14,0,2,1,1
26,0,8,web,82,cohort_B,5.09120885207098,4.41064385523305,5,0,0,14,0,5,1,0
27,1,4,ios,423,cohort_C,2.44000996543569,2.39641668090918,8,0,0,14,0,6,1,1
28,0,1,ios,216,cohort_B,0.606072017668389,0.61424756222999,3,0,0,14,0,2,1,0
29,1,8,android,413,cohort_A,5.52172979841965,5.66984267024159,6,0,0,14,0,5,1,1
30,0,1,android,384,cohort_B,0.743319641663744,0.845094077431561,7,0,0,14,0,5,1,0
31,0,4,web,445,cohort_B,2.26375958766104,3.01044341017224,5,0,0,14,0,5,1,0
32,0,8,web,204,cohort_B,4.88291991768798,4.28606305114189,6,0,0,13,0.0714285714285714,5,1,0
33,1,5,ios,465,cohort_C,3.0569963771526,2.23040436568654,7,0,0,14,0,7,1,1
34,0,2,web,453,cohort_A,1.44745786244562,1.59639982783897,5,0,0,13,0.0714285714285714,5,1,0
35,1,3,android,63,cohort_C,1.92659490442006,1.64919804623792,3,0,0,13,0.0714285714285714,3,1,1
36,1,6,ios,29,cohort_B,4.011398357083,4.57794189372638,3,0,0,14,0,3,1,1
37,0,1,web,322,cohort_B,0.781185024264318,1.393094238188,10,1,1,14,0,6,1,0
38,1,3,android,24,cohort_B,1.72600880921403,1.30632103622496,4,0,0,14,0,4,1,1
39,1,6,android,424,cohort_B,3.96528550992817,3.05430519838062,6,0,0,14,0,4,1,1
40,0,10,android,236,cohort_A,21.5385063600121,22.1002656628097,8,0,0,14,0,6,1,0
41,1,1,android,100,cohort_C,0.954018558977141,1.16372760239712,3,0,0,14,0,3,1,1
42,1,4,ios,70,cohort_A,2.3043893694574,2.50039862329703,6,0,0,13,0.0714285714285714,4,1,1
43,1,6,ios,168,cohort_A,3.80145950391407,3.86230376252894,3,0,0,14,0,3,1,1
44,0,7,ios,171,cohort_A,4.82644512759218,4.48463769249303,10,0,0,13,0.0714285714285714,6,1,0
45,0,9,android,247,cohort_A,6.22418124302903,6.10955168410232,6,0,0,14,0,5,1,0
46,0,3,android,308,cohort_B,2.18903197745504,1.90321642868687,5,0,0,14,0,5,1,0
47,0,2,android,340,cohort_A,1.40561966918993,2.23798128251716,4,0,0,14,0,4,1,0
48,0,9,ios,292,cohort_A,6.22460403357875,6.74789130693737,5,0,0,13,0.0714285714285714,3,1,0
49,1,10,android,330,cohort_B,8.81090038375001,8.99200616987125,4,0,0,14,0,4,1,1
50,0,5,web,293,cohort_A,2.78682453868633,2.81071498239051,3,1,1,14,0,3,1,0
51,0,10,android,37,cohort_B,9.78070316252574,10.5861472253293,13,0,0,13,0.0714285714285714,8,1,0
52,1,7,ios,7,cohort_C,4.40864539536917,4.3763735385073,5,0,0,14,0,4,1,1
53,1,8,web,122,cohort_B,5.02608429216947,5.47027014518112,9,0,0,12,0.142857142857143,8,1,1
54,0,10,android,14,cohort_B,9.24865472854112,9.61656841930532,4,0,0,14,0,3,1,0
55,0,8,ios,269,cohort_C,5.95289616116633,6.4565626327059,6,0,0,14,0,5,1,0
56,1,4,android,115,cohort_C,2.69432285620225,2.7338845300669,7,0,0,14,0,4,1,1
57,1,1,android,95,cohort_A,0.334523062109927,0.737886293600076,6,0,0,14,0,5,1,1
58,0,6,web,465,cohort_A,3.41017380147806,2.70523593005966,7,0,0,12,0.142857142857143,5,1,0
59,1,7,web,194,cohort_C,4.6375703517708,5.56963545298371,4,0,0,14,0,4,1,1
60,0,1,ios,5,cohort_B,0.668245326937951,1.02994615431295,2,1,1,14,0,3,1,0
61,0,4,ios,205,cohort_C,2.33382243111741,1.97953316492117,2,0,0,14,0,2,1,0
62,0,7,android,270,cohort_C,4.28342844289647,5.17105003570281,5,0,0,13,0.0714285714285714,4,1,0
63,1,4,ios,454,cohort_A,2.53887767777071,2.0933083992846,5,0,0,14,0,3,1,1
64,1,9,android,288,cohort_B,6.02403191494243,5.79415909941344,2,1,1,14,0,3,1,1
65,0,3,web,73,cohort_A,1.926480196388,2.44090869234592,3,1,1,14,0,3,1,0
66,1,2,ios,449,cohort_A,1.60350912641417,2.20877687757725,4,0,0,13,0.0714285714285714,3,1,1
67,1,3,web,197,cohort_B,1.79177325639227,2.18123835392103,7,0,0,14,0,7,1,1
68,0,7,web,341,cohort_A,4.1594019201649,4.27824815186278,5,0,0,14,0,4,1,0
69,0,4,web,135,cohort_B,2.36692524948021,1.83474802991072,8,1,1,14,0,7,1,0
70,0,1,ios,79,cohort_C,0.439390718680976,1.13660571483769,4,0,0,13,0.0714285714285714,3,1,0
71,0,4,web,55,cohort_A,2.39438651313523,1.83117208722541,6,0,0,14,0,5,1,0
72,0,2,ios,445,cohort_A,1.14099591939565,2.11210483623443,3,0,0,14,0,2,1,0
73,0,2,web,407,cohort_B,1.21987144230442,1.63817111287206,3,0,0,14,0,3,1,0
74,1,10,android,496,cohort_A,9.40828823886536,9.78286607167878,12,0,0,14,0,10,1,1
75,1,4,ios,443,cohort_A,2.59001174354197,2.77782157917212,3,1,1,13,0.0714285714285714,4,1,1
76,0,7,android,469,cohort_C,4.55243803738616,5.25863616494919,1,0,0,13,0.0714285714285714,1,1,0
77,1,5,ios,480,cohort_B,3.35467835517336,3.04123968460591,3,0,0,14,0,2,1,1
78,1,10,ios,220,cohort_A,12.5037275001613,12.6064214879026,9,0,0,13,0.0714285714285714,8,1,1
79,1,4,ios,182,cohort_B,2.44349246685166,2.56017108803747,6,0,0,14,0,5,1,1
80,0,3,android,492,cohort_A,1.84872748540452,1.4688060231638,4,0,0,14,0,2,1,0
81,1,9,android,313,cohort_A,6.25069778177168,6.49889775424713,6,0,0,12,0.142857142857143,3,1,1
82,1,1,ios,92,cohort_A,1.05687192004586,0.860834995409755,6,0,0,14,0,4,1,1
83,0,5,ios,142,cohort_C,3.0295052947181,3.13144868900239,5,0,0,14,0,4,1,0
84,0,2,web,451,cohort_B,1.09819815062429,0.378292883721314,4,0,0,14,0,4,1,0
85,1,5,android,241,cohort_C,3.05366156386956,3.2992657996539,4,0,0,13,0.0714285714285714,3,1,1
86,1,4,ios,16,cohort_A,2.35873649006978,2.11587249549039,8,0,0,14,0,5,1,1
87,1,1,web,216,cohort_B,0.885578922451642,1.09608039452364,4,0,0,14,0,4,1,1
88,0,1,web,453,cohort_C,0.516481636115956,0.283295232468426,4,0,0,14,0,4,1,0
89,0,5,web,259,cohort_A,2.83210993614811,2.81165448499432,5,0,0,14,0,5,1,0
90,1,8,android,196,cohort_B,4.87816082988754,4.45152879372173,6,0,0,14,0,6,1,1
91,0,4,android,474,cohort_B,2.65850332597157,3.09453910834047,7,1,1,14,0,7,1,0
92,1,3,ios,198,cohort_B,1.79133932847409,1.13941240984635,5,0,0,14,0,5,1,1
93,0,8,android,184,cohort_B,5.79770572691427,6.07161753660822,6,0,0,13,0.0714285714285714,5,1,0
94,0,5,ios,490,cohort_A,2.92119116868536,3.09275527927325,8,0,0,14,0,6,1,0
95,1,8,android,214,cohort_B,5.11040315183248,4.82898020113664,7,0,0,14,0,7,1,1
96,1,9,android,491,cohort_B,6.98089987814584,6.44824960890384,5,0,0,14,0,3,1,1
97,1,1,web,301,cohort_A,1.04016355232139,0.58861250538899,3,0,0,14,0,3,1,1
98,0,2,android,400,cohort_A,1.34455731264056,1.46285319818527,8,0,0,14,0,7,1,0
99,0,1,ios,202,cohort_B,0.925688841638903,0.875548251101837,5,1,1,14,0,5,1,0
100,0,2,ios,358,cohort_C,1.46555535326894,0.940218894338684,6,0,0,14,0,6,1,0
101,0,5,ios,43,cohort_B,2.90726090929806,2.13987823757692,9,0,0,14,0,8,1,0
102,0,4,android,409,cohort_B,2.337650113964,1.64433777212205,8,0,0,14,0,6,1,0
103,1,5,ios,165,cohort_C,2.79364962380497,2.23628062104547,8,0,0,13,0.0714285714285714,7,1,1
104,1,3,web,83,cohort_B,1.81049236882547,2.19771130920604,11,0,0,14,0,7,1,1
105,0,3,ios,185,cohort_C,1.71336874108491,1.80728738652558,5,0,0,13,0.0714285714285714,4,1,0
106,0,1,web,463,cohort_A,0.582666637958982,-0.191035792167512,6,0,0,13,0.0714285714285714,5,1,0
107,0,7,web,484,cohort_C,4.51627233489791,4.11942617706598,5,0,0,13,0.0714285714285714,4,1,0
108,0,1,ios,88,cohort_C,0.845339109734768,1.08386644018863,5,0,0,14,0,4,1,0
109,1,6,ios,192,cohort_A,3.87307386173999,4.20482999467451,5,0,0,14,0,4,1,1
110,0,9,android,351,cohort_A,6.54106663272302,6.89559072751908,7,0,0,14,0,5,1,0
111,0,2,web,255,cohort_B,1.53964897107109,2.13010547435082,6,0,0,13,0.0714285714285714,4,1,0
112,1,6,android,46,cohort_A,3.71847766812935,3.95649978606286,3,0,0,14,0,2,1,1
113,1,3,android,491,cohort_A,2.12916823388388,2.18304702215883,8,0,0,13,0.0714285714285714,8,1,1
114,1,6,web,116,cohort_A,3.46566162786698,3.48767411878167,6,0,0,13,0.0714285714285714,6,1,1
115,1,2,web,468,cohort_C,1.21455557708823,1.7004237826395,10,0,0,14,0,8,1,1
116,0,2,android,221,cohort_C,1.1780549956242,1.1450266937625,4,0,0,14,0,4,1,0
117,0,5,ios,445,cohort_A,3.27058352204852,3.5869271712157,4,0,0,13,0.0714285714285714,4,1,0
118,1,8,web,40,cohort_B,4.94139146908623,5.0844207802811,7,0,0,13,0.0714285714285714,5,1,1
119,0,9,ios,17,cohort_B,7.19589214714102,6.33054245145312,9,1,1,13,0.0714285714285714,6,1,0
120,0,3,ios,408,cohort_A,1.74076366050153,1.2526774367368,4,0,0,14,0,4,1,0
121,1,2,ios,317,cohort_B,1.64054832510344,1.17586980986432,7,0,0,14,0,6,1,1
122,0,8,android,394,cohort_C,5.63319355394541,5.22504883398164,9,0,0,14,0,5,1,0
123,0,7,android,139,cohort_B,4.29155509078726,4.48705185849941,7,0,0,14,0,6,1,0
124,0,10,android,229,cohort_A,8.38622010330987,8.98241209064561,11,1,1,14,0,8,1,0
125,0,3,ios,8,cohort_B,2.11619663048019,1.18001702114591,8,0,0,14,0,6,1,0
126,0,6,web,388,cohort_A,3.52890217196072,3.91104492961802,1,0,0,14,0,1,1,0
127,1,1,android,82,cohort_C,0.555234126728493,-0.0230079066556888,5,0,0,14,0,4,1,1
128,0,9,android,209,cohort_A,6.40782903557909,6.7179365776201,5,0,0,14,0,3,1,0
129,1,3,android,16,cohort_B,2.16553355723219,1.91666158101778,7,0,0,14,0,7,1,1
130,0,2,ios,175,cohort_C,1.15079237413964,1.16679640700754,4,0,0,13,0.0714285714285714,3,1,0
131,0,7,ios,308,cohort_A,4.86621007413259,5.52996271344056,7,0,0,14,0,5,1,0
132,1,4,web,221,cohort_B,2.73881520015867,2.64158936555359,3,0,0,13,0.0714285714285714,2,1,1
133,1,2,ios,46,cohort_C,1.61672910996034,1.46395446014276,5,0,0,14,0,4,1,1
134,1,10,web,88,cohort_C,9.21145427570313,9.13008189323159,6,0,0,14,0,5,1,1
135,0,1,ios,471,cohort_B,1.02645973859146,1.2527589572056,5,0,0,14,0,4,1,0
136,1,10,ios,141,cohort_B,8.87010029314836,9.17162842477805,8,0,0,14,0,7,1,1
137,0,10,web,105,cohort_C,9.16374465334246,9.23131268859498,6,0,0,14,0,5,1,0
138,0,5,web,172,cohort_A,2.77038775381354,2.90016904049305,11,0,0,14,0,9,1,0
139,1,3,web,339,cohort_A,2.00356454196202,1.7024455148298,4,0,0,13,0.0714285714285714,1,1,1
140,0,4,ios,494,cohort_B,2.28431754400057,1.45311111656439,6,1,1,13,0.0714285714285714,5,1,0
141,0,4,android,474,cohort_A,2.24551685188368,1.85397584539584,5,0,0,14,0,5,1,0
142,1,4,ios,408,cohort_C,2.60398871381472,1.36292161240338,5,1,1,14,0,5,1,1
143,1,6,android,42,cohort_A,3.56298445711958,3.44120202364465,7,0,0,14,0,5,1,1
144,1,10,android,373,cohort_C,9.89471426550124,9.35572633226034,8,0,0,14,0,7,1,1
145,1,8,web,393,cohort_C,5.11573188387253,4.68851564681969,2,0,0,13,0.0714285714285714,2,1,1
146,1,2,android,233,cohort_B,1.34325560076683,0.190435730944135,4,0,0,13,0.0714285714285714,4,1,1
147,1,2,android,405,cohort_C,1.19391277483947,1.24866247115366,5,0,0,13,0.0714285714285714,4,1,1
148,1,10,android,242,cohort_A,10.0010106536936,9.72795494568968,4,0,0,14,0,3,1,1
149,0,10,android,425,cohort_A,8.67752703401503,8.73659399368674,8,0,0,14,0,5,1,0
150,0,2,web,168,cohort_A,1.19754962534307,1.4682555078032,6,0,0,14,0,4,1,0
151,1,4,web,300,cohort_A,2.30133812796807,2.63542010563125,5,0,0,12,0.142857142857143,4,1,1
152,1,10,ios,307,cohort_B,9.15167089803654,8.79506061115679,4,0,0,13,0.0714285714285714,4,1,1
153,0,10,ios,83,cohort_B,8.64028825649569,9.05203421169678,5,1,1,14,0,5,1,0
154,0,8,android,479,cohort_B,5.1205282893406,5.67529108151095,7,0,0,14,0,7,1,0
155,1,5,android,221,cohort_C,3.28506678459777,4.00310296535146,3,0,0,12,0.142857142857143,2,1,1
156,0,1,ios,50,cohort_A,0.814928096510633,-0.0036664623654562,3,0,0,14,0,3,1,0
157,0,1,ios,399,cohort_A,0.823406023798763,1.58213900751655,3,0,0,14,0,3,1,0
158,0,3,android,454,cohort_C,1.95214068368968,2.1574356963831,2,0,0,14,0,2,1,0
159,1,5,ios,405,cohort_A,2.77301934374019,2.11131352002118,8,0,0,13,0.0714285714285714,6,1,1
160,1,7,android,319,cohort_A,4.41835450678574,4.09569310321475,5,0,0,14,0,2,1,1
161,1,5,ios,142,cohort_B,2.93143861249379,2.78482703746652,6,0,0,14,0,4,1,1
162,0,7,ios,31,cohort_B,4.37353650861987,4.90426452715367,5,0,0,14,0,4,1,0
163,0,1,ios,481,cohort_C,1.03309920432164,2.31759584375504,10,0,0,14,0,8,1,0
164,1,10,ios,336,cohort_C,11.432617180907,12.0755288263744,4,0,0,14,0,4,1,1
165,0,6,ios,264,cohort_B,3.38869673271592,3.22642988008875,9,0,0,13,0.0714285714285714,7,1,0
166,0,2,ios,284,cohort_A,1.2415260180324,1.05220594964744,8,0,0,14,0,6,1,0
167,0,2,web,94,cohort_B,1.3232495790567,1.35594329851049,3,0,0,14,0,3,1,0
168,1,2,android,31,cohort_C,1.46466912477029,1.7216649173207,5,0,0,14,0,4,1,1
169,1,2,ios,408,cohort_C,1.24598051232947,0.415384738167836,8,0,0,13,0.0714285714285714,7,1,1
170,0,10,android,181,cohort_B,11.1282227857046,11.2627306057636,6,0,0,13,0.0714285714285714,5,1,0
171,1,6,ios,81,cohort_C,3.4202719060104,3.36407766006502,11,0,0,14,0,8,1,1
172,1,8,android,293,cohort_B,5.85050676161312,5.06629463458943,8,0,0,14,0,6,1,1
173,0,7,web,180,cohort_A,4.53691185791546,4.26280620039201,3,0,0,13,0.0714285714285714,3,1,0
174,1,9,web,313,cohort_A,6.07251668701756,6.03602152066788,10,0,0,13,0.0714285714285714,7,1,1
175,1,5,ios,140,cohort_B,2.79411285019418,3.06082780835088,5,0,0,14,0,5,1,1
176,1,8,ios,177,cohort_A,5.57064081595203,4.99593848716243,6,0,0,13,0.0714285714285714,4,1,1
177,1,9,ios,461,cohort_B,6.12381675651065,6.21948368738611,2,0,0,14,0,2,1,1
178,0,2,ios,290,cohort_A,1.6269970131636,2.1169241557956,3,0,0,14,0,3,1,0
179,0,3,web,340,cohort_C,2.09968050543451,2.21709307961105,4,0,0,13,0.0714285714285714,4,1,0
180,1,2,ios,490,cohort_A,1.07795740983077,0.63297066109573,2,0,0,14,0,2,1,1
181,0,3,web,308,cohort_B,2.14042489340253,1.85528231431046,5,0,0,13,0.0714285714285714,5,1,0
182,1,8,android,114,cohort_C,5.80035778280674,6.76138073823097,5,0,0,14,0,4,1,1
183,1,5,web,32,cohort_A,2.76810504179033,1.91549892545789,8,0,0,14,0,6,1,1
184,0,8,android,426,cohort_C,5.38655714417252,5.39636682697044,6,0,0,12,0.142857142857143,5,1,0
185,1,7,ios,124,cohort_B,4.22254409284302,4.09971336701293,14,0,0,14,0,10,1,1
186,0,1,ios,107,cohort_C,0.709820059666718,0.951238093381321,3,1,1,14,0,3,1,0
187,0,10,android,12,cohort_C,8.94409100652288,8.40445155560009,3,0,0,14,0,3,1,0
188,1,9,ios,442,cohort_B,6.55915404929712,7.13409036716625,10,0,0,14,0,7,1,1
189,0,9,web,378,cohort_B,6.5398625217934,6.49835166093793,1,0,0,14,0,1,1,0
190,0,5,web,60,cohort_B,2.97595925759154,2.17985915698804,4,0,0,13,0.0714285714285714,3,1,0
191,0,7,android,281,cohort_A,4.67875876725861,4.62101997244119,4,0,0,14,0,3,1,0
192,1,7,android,295,cohort_C,4.5104324873831,4.44219929898482,4,0,0,13,0.0714285714285714,4,1,1
193,0,4,web,208,cohort_B,2.47159272972321,2.03234279683985,6,0,0,14,0,4,1,0
194,0,9,ios,77,cohort_A,6.31300521529846,5.70913425136765,1,0,0,13,0.0714285714285714,1,1,0
195,0,9,web,489,cohort_C,6.04503177109038,5.39533531909991,2,0,0,14,0,2,1,0
196,0,9,ios,163,cohort_C,6.44648280617289,6.23922660024206,10,0,0,14,0,6,1,0
197,1,7,ios,282,cohort_C,4.06886203884949,4.48384926186558,9,0,0,14,0,8,1,1
198,0,5,ios,225,cohort_A,2.99065499836008,2.69912725933538,4,1,1,14,0,5,1,0
199,0,7,android,163,cohort_B,4.3127504249645,4.46069454993945,6,0,0,14,0,5,1,0
200,0,9,ios,10,cohort_C,6.03661019063792,6.2781382630288,9,0,0,14,0,7,1,0
201,1,10,android,336,cohort_B,15.0949818732729,15.1822174196798,5,0,0,14,0,4,1,1
202,1,3,web,267,cohort_A,1.93367935334637,2.41085591794019,5,0,0,14,0,5,1,1
203,1,1,ios,318,cohort_A,0.871776693736226,2.06650412767555,3,0,0,13,0.0714285714285714,3,1,1
204,0,10,ios,24,cohort_C,8.50406139351917,8.57326988704762,6,0,0,14,0,4,1,0
205,0,3,ios,132,cohort_A,2.14432585567446,1.7483572932083,5,0,0,14,0,3,1,0
206,1,7,web,300,cohort_C,4.21640709382384,3.99698442278385,8,2,1,14,0,6,1,1
207,0,3,ios,255,cohort_A,1.88188496145085,1.64625267994392,8,0,0,14,0,6,1,0
208,0,3,android,385,cohort_C,1.82161552643653,1.7184863912999,1,0,0,14,0,1,1,0
209,0,6,android,464,cohort_C,3.38539585724557,3.68860360943189,3,0,0,13,0.0714285714285714,3,1,0
210,0,4,android,18,cohort_B,2.72926847871939,2.97946280898459,2,0,0,14,0,2,1,0
211,1,6,ios,115,cohort_C,3.71008344736677,3.04414358783589,6,1,1,14,0,6,1,1
212,0,3,android,179,cohort_C,1.83957586254929,1.26327973437328,4,0,0,14,0,4,1,0
213,0,6,android,304,cohort_B,3.78602005719629,3.474269432002,7,0,0,14,0,6,1,0
214,0,9,ios,457,cohort_B,6.52956163392844,6.60758962570044,8,0,0,14,0,7,1,0
215,0,10,android,157,cohort_C,18.7068460944463,18.0369075908363,2,0,0,14,0,2,1,0
216,1,8,web,27,cohort_B,5.2743213217667,5.22644788513693,3,0,0,14,0,3,1,1
217,0,6,ios,326,cohort_B,3.75273052336858,3.66525004764995,8,0,0,14,0,4,1,0
218,1,5,ios,72,cohort_B,2.98012496165416,2.69666005478973,3,0,0,14,0,3,1,1
219,0,2,web,227,cohort_B,1.15475696125219,1.70589051066296,4,0,0,14,0,3,1,0
220,1,6,web,28,cohort_A,3.69122860196228,3.91930499267117,8,0,0,14,0,6,1,1
221,1,5,android,341,cohort_A,3.32561609003761,3.46783343489077,3,1,1,13,0.0714285714285714,3,1,1
222,1,9,web,263,cohort_B,7.17317841193373,7.72850945569692,10,0,0,13,0.0714285714285714,6,1,1
223,0,10,web,277,cohort_A,8.33257363144928,9.18905900477821,9,0,0,14,0,7,1,0
224,0,9,ios,295,cohort_B,7.61619031412555,8.61769734515113,8,0,0,14,0,5,1,0
225,0,1,android,281,cohort_B,0.703000223821024,0.617763469928963,7,0,0,14,0,6,1,0
226,1,4,ios,420,cohort_A,2.41440310021476,2.52084316064402,12,0,0,14,0,9,1,1
227,1,4,ios,62,cohort_A,2.49618190951313,2.65110844590062,6,0,0,14,0,5,1,1
228,0,2,ios,7,cohort_A,1.28968922379844,1.65900885069922,6,0,0,14,0,5,1,0
229,1,7,ios,303,cohort_A,4.2358035031286,3.95677442060127,5,1,1,14,0,6,1,1
230,0,10,web,430,cohort_B,9.58269557506787,9.75787554154128,2,0,0,14,0,2,1,0
231,0,1,ios,408,cohort_B,0.161625315836004,-0.313618561680671,4,0,0,13,0.0714285714285714,3,1,0
232,0,2,ios,333,cohort_A,1.41057440242743,1.39311714654379,6,0,0,14,0,3,1,0
233,0,6,ios,301,cohort_A,3.79833803896367,4.69489520866454,6,0,0,14,0,4,1,0
234,0,3,android,337,cohort_C,1.82437676884035,0.197227690772267,3,0,0,13,0.0714285714285714,3,1,0
235,0,6,android,20,cohort_B,3.87303170992548,4.42584393028341,4,0,0,14,0,4,1,0
236,0,4,ios,133,cohort_A,2.43124536142209,1.13197434445411,4,0,0,14,0,3,1,0
237,1,7,android,397,cohort_B,4.31228478606316,4.53656107574934,5,0,0,13,0.0714285714285714,3,1,1
238,1,10,web,286,cohort_A,12.7278650407767,12.2895409540477,10,0,0,14,0,7,1,1
239,0,9,android,56,cohort_C,7.2323433641891,6.16289938663569,8,0,0,14,0,6,1,0
240,0,6,web,231,cohort_A,3.58966220832651,4.45863463659611,2,1,1,14,0,3,1,0
241,1,8,ios,51,cohort_A,4.94949981706714,5.24952397633409,8,0,0,14,0,7,1,1
242,0,9,ios,33,cohort_A,6.00794140618569,5.71671554810079,5,1,1,14,0,4,1,0
243,0,6,android,489,cohort_C,3.42741362077884,3.80641837313368,7,0,0,14,0,6,1,0
244,0,8,ios,121,cohort_C,5.59779821008571,4.87389079989422,5,0,0,14,0,4,1,0
245,1,10,android,348,cohort_B,8.69907780408141,9.35420050665343,9,0,0,14,0,8,1,1
246,0,8,web,8,cohort_C,5.44845703956277,4.7870227264443,3,2,1,14,0,4,1,0
247,0,9,ios,138,cohort_A,6.08092900269814,5.32273527798628,9,0,0,14,0,5,1,0
248,0,8,web,499,cohort_B,5.21181143333161,4.96090226628142,2,0,0,13,0.0714285714285714,2,1,0
249,1,5,web,98,cohort_C,3.31109679483632,3.90466873342131,14,0,0,14,0,8,1,1
250,0,1,web,398,cohort_A,0.745752052041178,0.5152113817937,6,1,1,14,0,7,1,0
251,0,9,android,307,cohort_A,7.79298777415431,7.38357831974174,3,0,0,14,0,3,1,0
252,1,9,android,417,cohort_B,6.31390309618515,5.41396567509566,6,0,0,14,0,6,1,1
253,1,6,ios,344,cohort_B,3.64224217589263,4.56294035078348,10,0,0,14,0,8,1,1
254,1,5,android,291,cohort_B,2.78989807228304,2.76448093367849,9,0,0,14,0,7,1,1
255,1,1,ios,360,cohort_B,0.235839708912279,0.0379968613670377,8,0,0,13,0.0714285714285714,7,1,1
256,1,2,web,107,cohort_C,1.63335736696862,0.974033222874923,3,0,0,13,0.0714285714285714,3,1,1
257,1,4,android,154,cohort_B,2.70659156321557,2.82990954873453,9,1,1,14,0,7,1,1
258,1,6,ios,101,cohort_C,3.60681981611635,4.35675313228319,4,0,0,14,0,4,1,1
259,1,4,ios,324,cohort_C,2.61604024895764,2.00583661036636,6,0,0,14,0,5,1,1
260,0,9,web,247,cohort_C,6.90388097860461,7.31303107108764,5,0,0,13,0.0714285714285714,5,1,0
261,1,5,web,28,cohort_A,3.1405623061634,3.37671889526986,5,0,0,13,0.0714285714285714,3,1,1
262,1,10,web,410,cohort_A,8.1270798440825,9.43442398415183,8,0,0,14,0,5,1,1
263,1,7,ios,208,cohort_B,4.2394393054498,4.30819264270344,5,0,0,14,0,3,1,1
264,1,2,web,8,cohort_C,1.17113920920307,1.70357246690345,3,0,0,13,0.0714285714285714,3,1,1
265,0,10,ios,313,cohort_C,8.57948543919724,8.96399775698707,8,0,0,14,0,7,1,0
266,0,1,ios,159,cohort_B,0.887301396670233,0.445985480351875,6,0,0,14,0,6,1,0
267,0,10,android,237,cohort_C,9.84294257751484,10.3575911221998,5,0,0,14,0,5,1,0
268,1,10,android,234,cohort_B,8.79266919439106,8.6932029845698,3,0,0,13,0.0714285714285714,2,1,1
269,1,1,android,228,cohort_B,0.812441978380812,1.5254171992629,7,0,0,14,0,5,1,1
270,0,2,ios,488,cohort_C,1.60071847238633,1.47326472025958,3,1,1,14,0,4,1,0
271,0,7,web,273,cohort_C,4.55430669305064,4.96960857975184,4,0,0,14,0,4,1,0
272,1,1,android,416,cohort_C,0.814307506160167,0.123448614499016,7,0,0,14,0,7,1,1
273,0,9,android,71,cohort_A,7.69619458129525,7.6399954398159,8,0,0,14,0,7,1,0
274,0,6,android,145,cohort_A,3.45400372832447,3.24680280383127,5,1,1,14,0,5,1,0
275,0,10,web,158,cohort_C,9.74588616427314,9.59987766854439,5,0,0,14,0,5,1,0
