"user_id","treat","block","platform","cluster_id","signup_cohort","baseline_activity","pre_metric","assignment_date"
27,1,4,"ios",423,"cohort_C",2.44000996543569,2.39641668090918,2026-04-16
28,0,1,"ios",216,"cohort_B",0.606072017668389,0.61424756222999,2026-04-16
29,1,8,"android",413,"cohort_A",5.52172979841965,5.66984267024159,2026-04-16
30,0,1,"android",384,"cohort_B",0.743319641663744,0.84509407743156,2026-04-16
31,0,4,"web",445,"cohort_B",2.26375958766104,3.01044341017224,2026-04-16
32,0,8,"web",204,"cohort_B",4.88291991768798,4.28606305114189,2026-04-16
33,1,5,"ios",465,"cohort_C",3.0569963771526,2.23040436568654,2026-04-16
34,0,2,"web",453,"cohort_A",1.44745786244562,1.59639982783897,2026-04-16
35,1,3,"android",63,"cohort_C",1.92659490442006,1.64919804623792,2026-04-16
36,1,6,"ios",29,"cohort_B",4.011398357083,4.57794189372638,2026-04-16
37,0,1,"web",322,"cohort_B",0.781185024264317,1.393094238188,2026-04-16
38,1,3,"android",24,"cohort_B",1.72600880921403,1.30632103622496,2026-04-16
39,1,6,"android",424,"cohort_B",3.96528550992817,3.05430519838061,2026-04-16
40,0,10,"android",236,"cohort_A",21.5385063600121,22.1002656628097,2026-04-16
41,1,1,"android",100,"cohort_C",0.954018558977141,1.16372760239712,2026-04-16
42,1,4,"ios",70,"cohort_A",2.3043893694574,2.50039862329703,2026-04-16
43,1,6,"ios",168,"cohort_A",3.80145950391407,3.86230376252894,2026-04-16
44,0,7,"ios",171,"cohort_A",4.82644512759218,4.48463769249303,2026-04-16
45,0,9,"android",247,"cohort_A",6.22418124302903,6.10955168410232,2026-04-16
46,0,3,"android",308,"cohort_B",2.18903197745504,1.90321642868687,2026-04-16
47,0,2,"android",340,"cohort_A",1.40561966918993,2.23798128251716,2026-04-16
48,0,9,"ios",292,"cohort_A",6.22460403357875,6.74789130693737,2026-04-16
49,1,10,"android",330,"cohort_B",8.81090038375001,8.99200616987125,2026-04-16
50,0,5,"web",293,"cohort_A",2.78682453868633,2.81071498239051,2026-04-16
51,0,10,"android",37,"cohort_B",9.78070316252574,10.5861472253293,2026-04-16
52,1,7,"ios",7,"cohort_C",4.40864539536917,4.3763735385073,2026-04-16
53,1,8,"web",122,"cohort_B",5.02608429216947,5.47027014518112,2026-04-16
54,0,10,"android",14,"cohort_B",9.24865472854112,9.61656841930532,2026-04-16
55,0,8,"ios",269,"cohort_C",5.95289616116633,6.4565626327059,2026-04-16
56,1,4,"android",115,"cohort_C",2.69432285620225,2.7338845300669,2026-04-16
57,1,1,"android",95,"cohort_A",0.334523062109927,0.737886293600076,2026-04-16
58,0,6,"web",465,"cohort_A",3.41017380147806,2.70523593005966,2026-04-16
59,1,7,"web",194,"cohort_C",4.6375703517708,5.56963545298371,2026-04-16
60,0,1,"ios",5,"cohort_B",0.668245326937951,1.02994615431295,2026-04-16
61,0,4,"ios",205,"cohort_C",2.33382243111741,1.97953316492117,2026-04-16
62,0,7,"android",270,"cohort_C",4.28342844289647,5.17105003570281,2026-04-16
63,1,4,"ios",454,"cohort_A",2.53887767777071,2.0933083992846,2026-04-16
64,1,9,"android",288,"cohort_B",6.02403191494243,5.79415909941344,2026-04-16
65,0,3,"web",73,"cohort_A",1.926480196388,2.44090869234592,2026-04-16
66,1,2,"ios",449,"cohort_A",1.60350912641417,2.20877687757725,2026-04-16
67,1,3,"web",197,"cohort_B",1.79177325639227,2.18123835392103,2026-04-16
68,0,7,"web",341,"cohort_A",4.1594019201649,4.27824815186278,2026-04-16
69,0,4,"web",135,"cohort_B",2.36692524948021,1.83474802991072,2026-04-16
70,0,1,"ios",79,"cohort_C",0.439390718680975,1.13660571483769,2026-04-16
71,0,4,"web",55,"cohort_A",2.39438651313523,1.83117208722541,2026-04-16
72,0,2,"ios",445,"cohort_A",1.14099591939565,2.11210483623443,2026-04-16
73,0,2,"web",407,"cohort_B",1.21987144230442,1.63817111287206,2026-04-16
74,1,10,"android",496,"cohort_A",9.40828823886536,9.78286607167878,2026-04-16
75,1,4,"ios",443,"cohort_A",2.59001174354197,2.77782157917212,2026-04-16
76,0,7,"android",469,"cohort_C",4.55243803738616,5.25863616494919,2026-04-16
77,1,5,"ios",480,"cohort_B",3.35467835517336,3.04123968460591,2026-04-16
78,1,10,"ios",220,"cohort_A",12.5037275001613,12.6064214879026,2026-04-16
79,1,4,"ios",182,"cohort_B",2.44349246685166,2.56017108803747,2026-04-16
80,0,3,"android",492,"cohort_A",1.84872748540452,1.4688060231638,2026-04-16
81,1,9,"android",313,"cohort_A",6.25069778177168,6.49889775424713,2026-04-16
82,1,1,"ios",92,"cohort_A",1.05687192004586,0.860834995409755,2026-04-16
83,0,5,"ios",142,"cohort_C",3.0295052947181,3.13144868900239,2026-04-16
84,0,2,"web",451,"cohort_B",1.09819815062429,0.378292883721314,2026-04-16
85,1,5,"android",241,"cohort_C",3.05366156386956,3.2992657996539,2026-04-16
86,1,4,"ios",16,"cohort_A",2.35873649006978,2.11587249549039,2026-04-16
87,1,1,"web",216,"cohort_B",0.885578922451642,1.09608039452364,2026-04-16
88,0,1,"web",453,"cohort_C",0.516481636115956,0.283295232468426,2026-04-16
89,0,5,"web",259,"cohort_A",2.83210993614811,2.81165448499432,2026-04-16
90,1,8,"android",196,"cohort_B",4.87816082988753,4.45152879372173,2026-04-16
91,0,4,"android",474,"cohort_B",2.65850332597157,3.09453910834047,2026-04-16
92,1,3,"ios",198,"cohort_B",1.79133932847409,1.13941240984635,2026-04-16
93,0,8,"android",184,"cohort_B",5.79770572691427,6.07161753660821,2026-04-16
94,0,5,"ios",490,"cohort_A",2.92119116868536,3.09275527927325,2026-04-16
95,1,8,"android",214,"cohort_B",5.11040315183248,4.82898020113664,2026-04-16
96,1,9,"android",491,"cohort_B",6.98089987814584,6.44824960890384,2026-04-16
97,1,1,"web",301,"cohort_A",1.04016355232139,0.58861250538899,2026-04-16
98,0,2,"android",400,"cohort_A",1.34455731264056,1.46285319818527,2026-04-16
99,0,1,"ios",202,"cohort_B",0.925688841638903,0.875548251101837,2026-04-16
100,0,2,"ios",358,"cohort_C",1.46555535326894,0.940218894338684,2026-04-16
101,0,5,"ios",43,"cohort_B",2.90726090929806,2.13987823757692,2026-04-16
102,0,4,"android",409,"cohort_B",2.337650113964,1.64433777212205,2026-04-16
103,1,5,"ios",165,"cohort_C",2.79364962380497,2.23628062104547,2026-04-16
104,1,3,"web",83,"cohort_B",1.81049236882547,2.19771130920604,2026-04-16
105,0,3,"ios",185,"cohort_C",1.71336874108491,1.80728738652558,2026-04-16
106,0,1,"web",463,"cohort_A",0.582666637958982,-0.191035792167512,2026-04-16
107,0,7,"web",484,"cohort_C",4.5162723348979,4.11942617706598,2026-04-16
108,0,1,"ios",88,"cohort_C",0.845339109734768,1.08386644018863,2026-04-16
109,1,6,"ios",192,"cohort_A",3.87307386173999,4.20482999467451,2026-04-16
110,0,9,"android",351,"cohort_A",6.54106663272302,6.89559072751908,2026-04-16
111,0,2,"web",255,"cohort_B",1.53964897107109,2.13010547435082,2026-04-16
112,1,6,"android",46,"cohort_A",3.71847766812935,3.95649978606286,2026-04-16
113,1,3,"android",491,"cohort_A",2.12916823388388,2.18304702215883,2026-04-16
114,1,6,"web",116,"cohort_A",3.46566162786698,3.48767411878167,2026-04-16
115,1,2,"web",468,"cohort_C",1.21455557708823,1.7004237826395,2026-04-16
116,0,2,"android",221,"cohort_C",1.1780549956242,1.1450266937625,2026-04-16
117,0,5,"ios",445,"cohort_A",3.27058352204852,3.5869271712157,2026-04-16
118,1,8,"web",40,"cohort_B",4.94139146908623,5.0844207802811,2026-04-16
119,0,9,"ios",17,"cohort_B",7.19589214714102,6.33054245145312,2026-04-16
120,0,3,"ios",408,"cohort_A",1.74076366050153,1.2526774367368,2026-04-16
121,1,2,"ios",317,"cohort_B",1.64054832510344,1.17586980986432,2026-04-16
122,0,8,"android",394,"cohort_C",5.63319355394541,5.22504883398164,2026-04-16
123,0,7,"android",139,"cohort_B",4.29155509078726,4.48705185849941,2026-04-16
124,0,10,"android",229,"cohort_A",8.38622010330987,8.98241209064561,2026-04-16
125,0,3,"ios",8,"cohort_B",2.11619663048019,1.18001702114591,2026-04-16
126,0,6,"web",388,"cohort_A",3.52890217196072,3.91104492961802,2026-04-16
127,1,1,"android",82,"cohort_C",0.555234126728493,-0.0230079066556887,2026-04-16
128,0,9,"android",209,"cohort_A",6.40782903557909,6.7179365776201,2026-04-16
129,1,3,"android",16,"cohort_B",2.16553355723219,1.91666158101778,2026-04-16
130,0,2,"ios",175,"cohort_C",1.15079237413964,1.16679640700754,2026-04-16
131,0,7,"ios",308,"cohort_A",4.86621007413259,5.52996271344056,2026-04-16
132,1,4,"web",221,"cohort_B",2.73881520015867,2.64158936555359,2026-04-16
133,1,2,"ios",46,"cohort_C",1.61672910996034,1.46395446014276,2026-04-16
134,1,10,"web",88,"cohort_C",9.21145427570313,9.13008189323159,2026-04-16
135,0,1,"ios",471,"cohort_B",1.02645973859146,1.2527589572056,2026-04-16
136,1,10,"ios",141,"cohort_B",8.87010029314836,9.17162842477805,2026-04-16
137,0,10,"web",105,"cohort_C",9.16374465334246,9.23131268859498,2026-04-16
138,0,5,"web",172,"cohort_A",2.77038775381354,2.90016904049305,2026-04-16
139,1,3,"web",339,"cohort_A",2.00356454196202,1.7024455148298,2026-04-16
140,0,4,"ios",494,"cohort_B",2.28431754400057,1.45311111656439,2026-04-16
141,0,4,"android",474,"cohort_A",2.24551685188368,1.85397584539584,2026-04-16
142,1,4,"ios",408,"cohort_C",2.60398871381472,1.36292161240338,2026-04-16
143,1,6,"android",42,"cohort_A",3.56298445711958,3.44120202364465,2026-04-16
144,1,10,"android",373,"cohort_C",9.89471426550124,9.35572633226034,2026-04-16
145,1,8,"web",393,"cohort_C",5.11573188387253,4.68851564681969,2026-04-16
146,1,2,"android",233,"cohort_B",1.34325560076683,0.190435730944135,2026-04-16
147,1,2,"android",405,"cohort_C",1.19391277483947,1.24866247115366,2026-04-16
148,1,10,"android",242,"cohort_A",10.0010106536936,9.72795494568968,2026-04-16
149,0,10,"android",425,"cohort_A",8.67752703401503,8.73659399368674,2026-04-16
150,0,2,"web",168,"cohort_A",1.19754962534307,1.4682555078032,2026-04-16
151,1,4,"web",300,"cohort_A",2.30133812796807,2.63542010563125,2026-04-16
152,1,10,"ios",307,"cohort_B",9.15167089803654,8.79506061115679,2026-04-16
153,0,10,"ios",83,"cohort_B",8.64028825649569,9.05203421169678,2026-04-16
154,0,8,"android",479,"cohort_B",5.1205282893406,5.67529108151095,2026-04-16
155,1,5,"android",221,"cohort_C",3.28506678459777,4.00310296535146,2026-04-16
156,0,1,"ios",50,"cohort_A",0.814928096510632,-0.0036664623654562,2026-04-16
157,0,1,"ios",399,"cohort_A",0.823406023798763,1.58213900751655,2026-04-16
158,0,3,"android",454,"cohort_C",1.95214068368968,2.1574356963831,2026-04-16
159,1,5,"ios",405,"cohort_A",2.77301934374019,2.11131352002118,2026-04-16
160,1,7,"android",319,"cohort_A",4.41835450678574,4.09569310321475,2026-04-16
161,1,5,"ios",142,"cohort_B",2.93143861249379,2.78482703746652,2026-04-16
162,0,7,"ios",31,"cohort_B",4.37353650861987,4.90426452715367,2026-04-16
163,0,1,"ios",481,"cohort_C",1.03309920432164,2.31759584375504,2026-04-16
164,1,10,"ios",336,"cohort_C",11.432617180907,12.0755288263744,2026-04-16
165,0,6,"ios",264,"cohort_B",3.38869673271592,3.22642988008875,2026-04-16
166,0,2,"ios",284,"cohort_A",1.2415260180324,1.05220594964744,2026-04-16
167,0,2,"web",94,"cohort_B",1.3232495790567,1.35594329851049,2026-04-16
168,1,2,"android",31,"cohort_C",1.46466912477029,1.7216649173207,2026-04-16
169,1,2,"ios",408,"cohort_C",1.24598051232947,0.415384738167836,2026-04-16
170,0,10,"android",181,"cohort_B",11.1282227857046,11.2627306057636,2026-04-16
171,1,6,"ios",81,"cohort_C",3.4202719060104,3.36407766006502,2026-04-16
172,1,8,"android",293,"cohort_B",5.85050676161312,5.06629463458942,2026-04-16
173,0,7,"web",180,"cohort_A",4.53691185791546,4.26280620039201,2026-04-16
174,1,9,"web",313,"cohort_A",6.07251668701756,6.03602152066788,2026-04-16
175,1,5,"ios",140,"cohort_B",2.79411285019418,3.06082780835088,2026-04-16
176,1,8,"ios",177,"cohort_A",5.57064081595203,4.99593848716243,2026-04-16
177,1,9,"ios",461,"cohort_B",6.12381675651064,6.21948368738611,2026-04-16
178,0,2,"ios",290,"cohort_A",1.6269970131636,2.1169241557956,2026-04-16
179,0,3,"web",340,"cohort_C",2.09968050543451,2.21709307961105,2026-04-16
180,1,2,"ios",490,"cohort_A",1.07795740983077,0.63297066109573,2026-04-16
181,0,3,"web",308,"cohort_B",2.14042489340253,1.85528231431046,2026-04-16
182,1,8,"android",114,"cohort_C",5.80035778280674,6.76138073823097,2026-04-16
183,1,5,"web",32,"cohort_A",2.76810504179033,1.91549892545789,2026-04-16
184,0,8,"android",426,"cohort_C",5.38655714417252,5.39636682697044,2026-04-16
185,1,7,"ios",124,"cohort_B",4.22254409284302,4.09971336701293,2026-04-16
186,0,1,"ios",107,"cohort_C",0.709820059666718,0.951238093381321,2026-04-16
187,0,10,"android",12,"cohort_C",8.94409100652288,8.40445155560009,2026-04-16
188,1,9,"ios",442,"cohort_B",6.55915404929712,7.13409036716625,2026-04-16
189,0,9,"web",378,"cohort_B",6.5398625217934,6.49835166093793,2026-04-16
190,0,5,"web",60,"cohort_B",2.97595925759153,2.17985915698804,2026-04-16
191,0,7,"android",281,"cohort_A",4.67875876725861,4.62101997244119,2026-04-16
192,1,7,"android",295,"cohort_C",4.5104324873831,4.44219929898482,2026-04-16
193,0,4,"web",208,"cohort_B",2.47159272972321,2.03234279683985,2026-04-16
194,0,9,"ios",77,"cohort_A",6.31300521529846,5.70913425136765,2026-04-16
195,0,9,"web",489,"cohort_C",6.04503177109038,5.39533531909991,2026-04-16
196,0,9,"ios",163,"cohort_C",6.44648280617289,6.23922660024206,2026-04-16
197,1,7,"ios",282,"cohort_C",4.06886203884949,4.48384926186558,2026-04-16
198,0,5,"ios",225,"cohort_A",2.99065499836008,2.69912725933537,2026-04-16
199,0,7,"android",163,"cohort_B",4.3127504249645,4.46069454993945,2026-04-16
200,0,9,"ios",10,"cohort_C",6.03661019063792,6.2781382630288,2026-04-16
201,1,10,"android",336,"cohort_B",15.0949818732729,15.1822174196798,2026-04-16
202,1,3,"web",267,"cohort_A",1.93367935334637,2.41085591794019,2026-04-16
203,1,1,"ios",318,"cohort_A",0.871776693736226,2.06650412767555,2026-04-16
204,0,10,"ios",24,"cohort_C",8.50406139351917,8.57326988704762,2026-04-16
205,0,3,"ios",132,"cohort_A",2.14432585567446,1.7483572932083,2026-04-16
206,1,7,"web",300,"cohort_C",4.21640709382384,3.99698442278385,2026-04-16
207,0,3,"ios",255,"cohort_A",1.88188496145085,1.64625267994392,2026-04-16
208,0,3,"android",385,"cohort_C",1.82161552643653,1.7184863912999,2026-04-16
209,0,6,"android",464,"cohort_C",3.38539585724557,3.68860360943189,2026-04-16
210,0,4,"android",18,"cohort_B",2.72926847871939,2.97946280898459,2026-04-16
211,1,6,"ios",115,"cohort_C",3.71008344736677,3.04414358783589,2026-04-16
212,0,3,"android",179,"cohort_C",1.83957586254929,1.26327973437328,2026-04-16
213,0,6,"android",304,"cohort_B",3.78602005719629,3.474269432002,2026-04-16
214,0,9,"ios",457,"cohort_B",6.52956163392844,6.60758962570043,2026-04-16
215,0,10,"android",157,"cohort_C",18.7068460944463,18.0369075908363,2026-04-16
216,1,8,"web",27,"cohort_B",5.2743213217667,5.22644788513693,2026-04-16
217,0,6,"ios",326,"cohort_B",3.75273052336858,3.66525004764995,2026-04-16
218,1,5,"ios",72,"cohort_B",2.98012496165416,2.69666005478973,2026-04-16
219,0,2,"web",227,"cohort_B",1.15475696125219,1.70589051066296,2026-04-16
220,1,6,"web",28,"cohort_A",3.69122860196228,3.91930499267117,2026-04-16
221,1,5,"android",341,"cohort_A",3.32561609003761,3.46783343489077,2026-04-16
222,1,9,"web",263,"cohort_B",7.17317841193373,7.72850945569692,2026-04-16
223,0,10,"web",277,"cohort_A",8.33257363144928,9.18905900477821,2026-04-16
224,0,9,"ios",295,"cohort_B",7.61619031412555,8.61769734515113,2026-04-16
225,0,1,"android",281,"cohort_B",0.703000223821024,0.617763469928962,2026-04-16
226,1,4,"ios",420,"cohort_A",2.41440310021476,2.52084316064402,2026-04-16
227,1,4,"ios",62,"cohort_A",2.49618190951313,2.65110844590062,2026-04-16
228,0,2,"ios",7,"cohort_A",1.28968922379844,1.65900885069922,2026-04-16
229,1,7,"ios",303,"cohort_A",4.2358035031286,3.95677442060127,2026-04-16
230,0,10,"web",430,"cohort_B",9.58269557506787,9.75787554154128,2026-04-16
231,0,1,"ios",408,"cohort_B",0.161625315836004,-0.313618561680671,2026-04-16
232,0,2,"ios",333,"cohort_A",1.41057440242743,1.39311714654379,2026-04-16
233,0,6,"ios",301,"cohort_A",3.79833803896367,4.69489520866454,2026-04-16
234,0,3,"android",337,"cohort_C",1.82437676884035,0.197227690772267,2026-04-16
235,0,6,"android",20,"cohort_B",3.87303170992548,4.42584393028341,2026-04-16
236,0,4,"ios",133,"cohort_A",2.43124536142209,1.13197434445411,2026-04-16
237,1,7,"android",397,"cohort_B",4.31228478606316,4.53656107574934,2026-04-16
238,1,10,"web",286,"cohort_A",12.7278650407767,12.2895409540477,2026-04-16
239,0,9,"android",56,"cohort_C",7.2323433641891,6.16289938663569,2026-04-16
240,0,6,"web",231,"cohort_A",3.58966220832651,4.45863463659611,2026-04-16
241,1,8,"ios",51,"cohort_A",4.94949981706714,5.24952397633409,2026-04-16
242,0,9,"ios",33,"cohort_A",6.00794140618569,5.71671554810079,2026-04-16
243,0,6,"android",489,"cohort_C",3.42741362077884,3.80641837313368,2026-04-16
244,0,8,"ios",121,"cohort_C",5.59779821008571,4.87389079989422,2026-04-16
245,1,10,"android",348,"cohort_B",8.6990778040814,9.35420050665343,2026-04-16
246,0,8,"web",8,"cohort_C",5.44845703956277,4.7870227264443,2026-04-16
247,0,9,"ios",138,"cohort_A",6.08092900269814,5.32273527798628,2026-04-16
248,0,8,"web",499,"cohort_B",5.21181143333161,4.96090226628142,2026-04-16
249,1,5,"web",98,"cohort_C",3.31109679483632,3.90466873342131,2026-04-16
250,0,1,"web",398,"cohort_A",0.745752052041178,0.515211381793699,2026-04-16
251,0,9,"android",307,"cohort_A",7.79298777415431,7.38357831974174,2026-04-16
252,1,9,"android",417,"cohort_B",6.31390309618515,5.41396567509566,2026-04-16
253,1,6,"ios",344,"cohort_B",3.64224217589263,4.56294035078348,2026-04-16
254,1,5,"android",291,"cohort_B",2.78989807228304,2.76448093367849,2026-04-16
255,1,1,"ios",360,"cohort_B",0.235839708912278,0.0379968613670377,2026-04-16
256,1,2,"web",107,"cohort_C",1.63335736696862,0.974033222874923,2026-04-16
257,1,4,"android",154,"cohort_B",2.70659156321557,2.82990954873453,2026-04-16
258,1,6,"ios",101,"cohort_C",3.60681981611635,4.35675313228319,2026-04-16
259,1,4,"ios",324,"cohort_C",2.61604024895763,2.00583661036636,2026-04-16
260,0,9,"web",247,"cohort_C",6.90388097860461,7.31303107108764,2026-04-16
261,1,5,"web",28,"cohort_A",3.1405623061634,3.37671889526986,2026-04-16
262,1,10,"web",410,"cohort_A",8.1270798440825,9.43442398415183,2026-04-16
263,1,7,"ios",208,"cohort_B",4.2394393054498,4.30819264270344,2026-04-16
264,1,2,"web",8,"cohort_C",1.17113920920307,1.70357246690345,2026-04-16
265,0,10,"ios",313,"cohort_C",8.57948543919724,8.96399775698707,2026-04-16
266,0,1,"ios",159,"cohort_B",0.887301396670233,0.445985480351875,2026-04-16
267,0,10,"android",237,"cohort_C",9.84294257751484,10.3575911221998,2026-04-16
268,1,10,"android",234,"cohort_B",8.79266919439106,8.6932029845698,2026-04-16
269,1,1,"android",228,"cohort_B",0.812441978380812,1.5254171992629,2026-04-16
270,0,2,"ios",488,"cohort_C",1.60071847238633,1.47326472025958,2026-04-16
271,0,7,"web",273,"cohort_C",4.55430669305064,4.96960857975184,2026-04-16
272,1,1,"android",416,"cohort_C",0.814307506160167,0.123448614499016,2026-04-16
273,0,9,"android",71,"cohort_A",7.69619458129525,7.6399954398159,2026-04-16
274,0,6,"android",145,"cohort_A",3.45400372832447,3.24680280383127,2026-04-16
275,0,10,"web",158,"cohort_C",9.74588616427314,9.59987766854439,2026-04-16
276,0,9,"web",258,"cohort_B",6.27330433988489,6.88480560821462,2026-04-16
277,0,2,"web",233,"cohort_C",1.49471373031449,1.68553584601353,2026-04-16
278,0,7,"ios",131,"cohort_B",4.81400965210064,5.26894682781908,2026-04-16
279,0,2,"android",114,"cohort_B",1.34799888329317,1.34327334113087,2026-04-16
280,0,3,"ios",233,"cohort_B",1.79672561189636,0.686462737773599,2026-04-16
281,1,3,"web",296,"cohort_C",1.9120315587453,2.29743899799771,2026-04-16
282,1,10,"android",285,"cohort_B",13.3251735610826,13.0503558662399,2026-04-16
283,1,1,"ios",403,"cohort_C",0.733854685304477,0.4888577921261,2026-04-16
284,0,6,"android",195,"cohort_B",3.47093462608531,2.53008725727613,2026-04-16
285,0,4,"android",466,"cohort_B",2.33244275847682,1.70768711610826,2026-04-16
286,0,7,"ios",331,"cohort_B",4.67985399817953,5.24213362999639,2026-04-16
287,1,7,"android",34,"cohort_A",4.51637414320226,5.52629045334748,2026-04-16
288,0,7,"android",85,"cohort_A",4.69692227601174,3.89073008244111,2026-04-16
289,1,9,"android",1,"cohort_B",6.05116750735392,6.36812006320655,2026-04-16
290,1,8,"ios",257,"cohort_A",5.07308743175378,5.45898007544087,2026-04-16
291,0,7,"android",342,"cohort_B",4.04654308368487,3.21280335444411,2026-04-16
292,1,5,"android",147,"cohort_B",2.99577658612495,3.69728037875193,2026-04-16
293,0,7,"android",168,"cohort_A",4.20577014001209,4.37632313791619,2026-04-16
294,0,3,"web",273,"cohort_C",2.07995418586237,2.58124265081218,2026-04-16
295,1,4,"web",266,"cohort_A",2.25724905377978,2.9199889657918,2026-04-16
296,1,4,"web",81,"cohort_A",2.57511176087985,2.8831591063986,2026-04-16
297,0,1,"web",222,"cohort_C",0.722175635544809,1.60422575380187,2026-04-16
298,0,1,"android",263,"cohort_B",0.860420163043511,0.734171905307196,2026-04-16
299,1,7,"android",100,"cohort_B",4.3707108330531,3.90363790916598,2026-04-16
300,0,10,"web",470,"cohort_A",7.85644203838585,7.56854828063978,2026-04-16
301,0,1,"web",58,"cohort_A",0.951969342494269,0.515421616202007,2026-04-16
302,1,4,"android",162,"cohort_A",2.32255662745303,2.16043554877259,2026-04-16
303,1,10,"web",419,"cohort_C",9.0063023910278,8.06105267408916,2026-04-16
304,0,10,"web",202,"cohort_A",11.2264937202839,11.3524590583989,2026-04-16
305,0,9,"ios",255,"cohort_B",7.67648704760358,7.86276546201614,2026-04-16
306,1,9,"ios",158,"cohort_A",7.30820189131002,6.87721360050264,2026-04-16
307,0,6,"android",457,"cohort_A",3.98522744014069,4.71885857226117,2026-04-16
308,1,1,"android",500,"cohort_A",0.792109954793694,0.307406251745449,2026-04-16
309,1,8,"ios",106,"cohort_B",4.9312953938859,4.53260348527815,2026-04-16
310,1,1,"ios",415,"cohort_A",0.895929672377022,0.673261249013749,2026-04-16
311,1,7,"ios",156,"cohort_C",4.567899254438,4.72588814764666,2026-04-16
312,1,2,"ios",476,"cohort_C",1.13644966047194,1.7214369955571,2026-04-16
313,0,4,"web",260,"cohort_A",2.52159251556685,2.81616262957838,2026-04-16
314,0,3,"android",254,"cohort_A",1.74408586141407,1.69132978745949,2026-04-16
315,1,10,"ios",447,"cohort_C",14.075391509554,14.5008003663787,2026-04-16
316,1,3,"web",423,"cohort_A",2.05219926564511,2.26832760088547,2026-04-16
317,1,8,"web",189,"cohort_A",5.77962156437297,4.74377496586594,2026-04-16
318,0,6,"android",305,"cohort_B",3.67047201134489,3.95488722210851,2026-04-16
319,1,5,"ios",86,"cohort_A",2.92300538792934,3.32357370107084,2026-04-16
320,1,6,"web",341,"cohort_C",3.53677925369907,3.62999771527646,2026-04-16
321,1,1,"web",345,"cohort_B",0.282689050377729,0.607610446773685,2026-04-16
322,0,9,"android",486,"cohort_B",6.71845527309566,7.14807623660122,2026-04-16
323,0,7,"android",84,"cohort_C",4.8296111968352,4.47492578478305,2026-04-16
324,0,10,"web",50,"cohort_B",14.6665304773704,14.9245680123075,2026-04-16
325,1,1,"android",61,"cohort_C",0.100816704011942,0.361925616733962,2026-04-16
326,0,1,"android",417,"cohort_B",0.58384222505521,0.729173280236748,2026-04-16
327,0,2,"web",299,"cohort_C",1.62239148958471,1.54979136875633,2026-04-16
328,0,10,"android",125,"cohort_C",8.45540983474123,8.58661767500804,2026-04-16
329,0,9,"android",259,"cohort_A",6.18901076534603,6.40278043147636,2026-04-16
330,0,4,"web",339,"cohort_C",2.32381046704616,3.082137231798,2026-04-16
331,1,10,"ios",112,"cohort_A",8.79550364533794,8.64508839108382,2026-04-16
332,0,5,"android",314,"cohort_A",3.16872221628281,2.72677490043427,2026-04-16
333,0,4,"web",347,"cohort_B",2.63153978156378,2.34908593347102,2026-04-16
334,0,6,"web",187,"cohort_B",3.5513789686552,3.75435332708571,2026-04-16
335,1,3,"android",183,"cohort_A",1.76590982349513,2.24420505264142,2026-04-16
336,0,7,"ios",453,"cohort_C",4.51425618431604,4.60551838108098,2026-04-16
